keyword,keyword_uri,wikidata_qid,wikidata_uri,wikidata_label,wikidata_description,match_type,search_lang
Datenbasiert,http://example.org/digitalhaushalt/keyword/datenbasiert,Q116100454,http://www.wikidata.org/entity/Q116100454,Datenbasierte Generierung und Optimierung von Fuzzy-Modellen mit dem Fuzzy-ROSA-VVerfahren für komplexe Systeme und Prozesse (P 1),GEPRIS Projekt,fuzzy,de
KI-Innovationen,http://example.org/digitalhaushalt/keyword/ki-innovationen,,,,,none,
Computational,http://example.org/digitalhaushalt/keyword/computational,Q11660,http://www.wikidata.org/entity/Q11660,künstliche Intelligenz,"Teilgebiet der Informatik, das sich mit maschinellen Intelligenzleistungen befasst",fuzzy,de
Driving,http://example.org/digitalhaushalt/keyword/driving,Q999646,http://www.wikidata.org/entity/Q999646,Autofahren,Fahrt mit dem Auto,exact,de
Intelligente Stadt,http://example.org/digitalhaushalt/keyword/intelligente-stadt,,,,,none,
Leibniz,http://example.org/digitalhaushalt/keyword/leibniz,Q9047,http://www.wikidata.org/entity/Q9047,Gottfried Wilhelm Leibniz,deutscher Philosoph und Wissenschaftler,exact,de
Weltraumgestützten,http://example.org/digitalhaushalt/keyword/weltraumgestuetzten,,,,,none,
DATI,http://example.org/digitalhaushalt/keyword/dati,Q109674791,http://www.wikidata.org/entity/Q109674791,Dati,Familienname,exact,de
Data Gap,http://example.org/digitalhaushalt/keyword/data-gap,Q127113159,http://www.wikidata.org/entity/Q127113159,data gap,"the absence, inaccessibility, or incompleteness of data needed to fully understand a situation or make informed decisions",exact,de
Elektroniksystem,http://example.org/digitalhaushalt/keyword/elektroniksystem,Q874743,http://www.wikidata.org/entity/Q874743,Elektroniksystem- und Logistik-GmbH,"historisches, deutsches Informationstechnik- und Rüstungsunternehmen",fuzzy,de
Spezialprozessoren,http://example.org/digitalhaushalt/keyword/spezialprozessoren,,,,,none,
Edge,http://example.org/digitalhaushalt/keyword/edge,Q16869767,http://www.wikidata.org/entity/Q16869767,Edge,Familienname,exact,de
Compute,http://example.org/digitalhaushalt/keyword/compute,Q7889,http://www.wikidata.org/entity/Q7889,Computerspiel,"elektronisches Spiel, das durch Interaktion mit einer Benutzeroberfläche visuelles Feedback auf einem Videobildschirm generiert",fuzzy,de
Autonome Fahren,http://example.org/digitalhaushalt/keyword/autonome-fahren,,,,,none,
Automatisierung,http://example.org/digitalhaushalt/keyword/automatisierung,Q184199,http://www.wikidata.org/entity/Q184199,Automatisierung,"selbsttätiges, zielorientiertes Handeln von technischen Systemen",exact,de
Deep-Tech-Fonds,http://example.org/digitalhaushalt/keyword/deep-tech-fonds,,,,,none,
Intermediär,http://example.org/digitalhaushalt/keyword/intermediaer,Q1666223,http://www.wikidata.org/entity/Q1666223,Intermediär,Wirtschaft,exact,de
ZITAgv,http://example.org/digitalhaushalt/keyword/zitagv,,,,,none,
WIK,http://example.org/digitalhaushalt/keyword/wik,Q328,http://www.wikidata.org/entity/Q328,englischsprachige Wikipedia,Ausgabe der freien Online-Enzyklopädie Wikipedia in englischer Sprache,fuzzy,de
Web-Kompetenzzentrum,http://example.org/digitalhaushalt/keyword/web-kompetenzzentrum,,,,,none,
WAN,http://example.org/digitalhaushalt/keyword/wan,Q985855,http://www.wikidata.org/entity/Q985855,Wan,Familienname (万),exact,de
VoIP,http://example.org/digitalhaushalt/keyword/voip,Q81945,http://www.wikidata.org/entity/Q81945,IP-Telefonie,Technologie zur Übertragung von Sprache und anderen Daten über IP-Netzwerke,fuzzy,de
Virtuelle Rekonstruktion,http://example.org/digitalhaushalt/keyword/virtuelle-rekonstruktion,Q2333501,http://www.wikidata.org/entity/Q2333501,Stasi-Schnipselmaschine,"Computerprogramm zur Wiederherstellung von ""Stasi Schnipseln""",fuzzy,de
Videokonferenzanlagen,http://example.org/digitalhaushalt/keyword/videokonferenzanlagen,,,,,none,
Videokonferenz,http://example.org/digitalhaushalt/keyword/videokonferenz,Q238354,http://www.wikidata.org/entity/Q238354,Videokonferenz,synchroner Informationsaustausch zur Bild- und Tonübertragung,exact,de
Telefontechnik,http://example.org/digitalhaushalt/keyword/telefontechnik,,,,,none,
Medientechnischer Anlagen,http://example.org/digitalhaushalt/keyword/medientechnischer-anlagen,,,,,none,
Smart Cities,http://example.org/digitalhaushalt/keyword/smart-cities,Q1231558,http://www.wikidata.org/entity/Q1231558,Smart City,"Sammelbegriff für gesamtheitliche Entwicklungskonzepte, die darauf abzielen, Städte effizienter, technologisch fortschrittlicher, grüner und sozial inklusiver zu gestalten",exact,de
Smart City,http://example.org/digitalhaushalt/keyword/smart-city,Q1231558,http://www.wikidata.org/entity/Q1231558,Smart City,"Sammelbegriff für gesamtheitliche Entwicklungskonzepte, die darauf abzielen, Städte effizienter, technologisch fortschrittlicher, grüner und sozial inklusiver zu gestalten",exact,de
Autonom,http://example.org/digitalhaushalt/keyword/autonom,Q43452,http://www.wikidata.org/entity/Q43452,Autonome Universität Barcelona,staatliche Universität nahe der spanischen Stadt Barcelona,fuzzy,de
Vernetzte Systeme,http://example.org/digitalhaushalt/keyword/vernetzte-systeme,Q59562559,http://www.wikidata.org/entity/Q59562559,Vernetzte Systeme und multimediale Anwendungen aus software-ergonomischer Sicht,scholarly article published 1990,fuzzy,de
VIS,http://example.org/digitalhaushalt/keyword/vis,Q76504070,http://www.wikidata.org/entity/Q76504070,Virtual Study of Theatre Institute,"operated by the Arts and Theatre Institute, a comprehensive interface for accessing all of the Institute's information databases",exact,de
GNSS Simulator,http://example.org/digitalhaushalt/keyword/gnss-simulator,,,,,none,
Datenerfassung,http://example.org/digitalhaushalt/keyword/datenerfassung,Q1172399,http://www.wikidata.org/entity/Q1172399,Datenerfassung,Gesamtheit der Methoden der zeitgleichen oder zeitfolgerichtigen Messungen und Zählungen für messbare oder zählbare Daten und Gruppen von zusammenhängenden Daten,exact,de
Ferngelenkte Zielfahrzeuge,http://example.org/digitalhaushalt/keyword/ferngelenkte-zielfahrzeuge,,,,,none,
Simulation,http://example.org/digitalhaushalt/keyword/simulation,Q45045,http://www.wikidata.org/entity/Q45045,Simulation,"Nachahmung der Funktionsweise eines realen Prozesses oder Systems im Laufe der Zeit, um entweder reale Ereignisse in vielen Kontexten oder die Auswirkungen alternativer Bedingungen und Vorgehensweisen zu untersuchen",exact,de
USV,http://example.org/digitalhaushalt/keyword/usv,Q653439,http://www.wikidata.org/entity/Q653439,Universität Suceava,Universität in Rumänien,exact,de
Bildgenerator,http://example.org/digitalhaushalt/keyword/bildgenerator,Q113403137,http://www.wikidata.org/entity/Q113403137,Bildgenerator,process of automatically generating images,exact,de
Drohne,http://example.org/digitalhaushalt/keyword/drohne,Q484000,http://www.wikidata.org/entity/Q484000,unbemanntes Luftfahrzeug,Luftfahrzeug ohne an Bord befindliche Besatzung,exact,de
Datenaufzeichnung,http://example.org/digitalhaushalt/keyword/datenaufzeichnung,Q337445,http://www.wikidata.org/entity/Q337445,Aufzeichnungsdichte,"Datenmenge pro Länge, Fläche oder Volumen",fuzzy,de
Stammdaten,http://example.org/digitalhaushalt/keyword/stammdaten,Q384093,http://www.wikidata.org/entity/Q384093,Stammdaten,Art von Daten,exact,de
SASPF,http://example.org/digitalhaushalt/keyword/saspf,Q2205026,http://www.wikidata.org/entity/Q2205026,SASPF,,exact,de
Verbrauchsdaten,http://example.org/digitalhaushalt/keyword/verbrauchsdaten,,,,,none,
Server,http://example.org/digitalhaushalt/keyword/server,Q44127,http://www.wikidata.org/entity/Q44127,Server,Computer für den Zugriff auf eine zentrale Ressource oder Dienst in einem Netzwerk,exact,de
Unternehmensbasisdatenregistergesetz,http://example.org/digitalhaushalt/keyword/unternehmensbasisdatenregistergesetz,,,,,none,
UBRegG,http://example.org/digitalhaushalt/keyword/ubregg,,,,,none,
Unternehmensstammdaten,http://example.org/digitalhaushalt/keyword/unternehmensstammdaten,,,,,none,
Registermodernisierung,http://example.org/digitalhaushalt/keyword/registermodernisierung,Q135013037,http://www.wikidata.org/entity/Q135013037,Registermodernisierung,Aspekt der Verwaltungsdigitalisierung,exact,de
TKÜ,http://example.org/digitalhaushalt/keyword/tkue,Q1067529,http://www.wikidata.org/entity/Q1067529,Telekommunikationsüberwachung,Informationserhebung von über eine gewisse räumliche Distanz ausgetauschten Informationen durch in der Regel staatlichen Stellen und meist ohne Wissen der Kommunikationsteilnehmer,exact,de
LAN,http://example.org/digitalhaushalt/keyword/lan,Q17,http://www.wikidata.org/entity/Q17,Japan,Inselstaat in Ostasien,fuzzy,de
Digitalfunktechnik,http://example.org/digitalhaushalt/keyword/digitalfunktechnik,,,,,none,
TK-Anlagen,http://example.org/digitalhaushalt/keyword/tk-anlagen,,,,,none,
Elektr. Schnittstelle Behörden,http://example.org/digitalhaushalt/keyword/elektr-schnittstelle-behoerden,,,,,none,
ETSI-ESB,http://example.org/digitalhaushalt/keyword/etsi-esb,,,,,none,
Digitalfunkzentrale,http://example.org/digitalhaushalt/keyword/digitalfunkzentrale,,,,,none,
Telemedizinischen,http://example.org/digitalhaushalt/keyword/telemedizinischen,,,,,none,
Telekommunikativ,http://example.org/digitalhaushalt/keyword/telekommunikativ,,,,,none,
Telekommunikationsnormen,http://example.org/digitalhaushalt/keyword/telekommunikationsnormen,,,,,none,
ETSI,http://example.org/digitalhaushalt/keyword/etsi,Q899383,http://www.wikidata.org/entity/Q899383,Europäisches Institut für Telekommunikationsnormen,"European Telecommunications Standards Institute, europäische Non-Profit-Organisation mit Sitz in Frankreich",exact,de
Telekommunikation,http://example.org/digitalhaushalt/keyword/telekommunikation,Q418,http://www.wikidata.org/entity/Q418,Telekommunikation,elektronische Übermittlung von Informationen zwischen verschiedenen Standorten,exact,de
Satellit,http://example.org/digitalhaushalt/keyword/satellit,Q26540,http://www.wikidata.org/entity/Q26540,Satellit,"Raumflugkörper, der einen Himmelskörper auf einer Umlaufbahn umkreist",exact,de
Fernmeldebzw,http://example.org/digitalhaushalt/keyword/fernmeldebzw,,,,,none,
Telefonnetz,http://example.org/digitalhaushalt/keyword/telefonnetz,Q2354216,http://www.wikidata.org/entity/Q2354216,Telefonnetz,Netz für Telefonkommunikation,exact,de
TK-Komponenten,http://example.org/digitalhaushalt/keyword/tk-komponenten,,,,,none,
Festnetztelefone,http://example.org/digitalhaushalt/keyword/festnetztelefone,,,,,none,
Systemupgrade,http://example.org/digitalhaushalt/keyword/systemupgrade,,,,,none,
Datenerfassungssystem,http://example.org/digitalhaushalt/keyword/datenerfassungssystem,,,,,none,
Datengewinnung,http://example.org/digitalhaushalt/keyword/datengewinnung,,,,,none,
Satellitengestützte,http://example.org/digitalhaushalt/keyword/satellitengestuetzte,Q1280767,http://www.wikidata.org/entity/Q1280767,Satellitengestützte Temperaturmessung,Klimaforschung,fuzzy,de
Sensorik Aircraft,http://example.org/digitalhaushalt/keyword/sensorik-aircraft,,,,,none,
Data Relay,http://example.org/digitalhaushalt/keyword/data-relay,Q6141958,http://www.wikidata.org/entity/Q6141958,Data Relay Transponder Satellite,Japanese data relay satellite,fuzzy,de
Stiftung Digitale Spielekultur,http://example.org/digitalhaushalt/keyword/stiftung-digitale-spielekultur,Q63983471,http://www.wikidata.org/entity/Q63983471,Stiftung digitale Spielekultur,deutsche Non-Profit-Organisation,exact,de
Gaming,http://example.org/digitalhaushalt/keyword/gaming,Q676290,http://www.wikidata.org/entity/Q676290,Gaming,"Marktgemeinde im Bezirk Scheibbs, Niederösterreich",exact,de
Standleitung,http://example.org/digitalhaushalt/keyword/standleitung,Q2330575,http://www.wikidata.org/entity/Q2330575,Standleitung,Leitungstheorie,exact,de
Datenübertragung,http://example.org/digitalhaushalt/keyword/datenuebertragung,Q389772,http://www.wikidata.org/entity/Q389772,Datenübertragung,"alle Methoden, die (Nutz-)Informationen von einem Sender (Informationsquelle) zu einem Empfänger (Informationssenke) übermitteln",exact,de
Datenmaterial,http://example.org/digitalhaushalt/keyword/datenmaterial,,,,,none,
Sovereign Tech Fund,http://example.org/digitalhaushalt/keyword/sovereign-tech-fund,Q115946387,http://www.wikidata.org/entity/Q115946387,Sovereign Tech Fund,Fördertopf des Bundesministerium für Wirtschaft und Klimaschutz um Open Source Software finanziell zu unterstützen,exact,de
STF,http://example.org/digitalhaushalt/keyword/stf,Q519138,http://www.wikidata.org/entity/Q519138,Supremo Tribunal Federal,brasilianisches Oberstes Bundesgericht,exact,de
Open Source,http://example.org/digitalhaushalt/keyword/open-source,Q39162,http://www.wikidata.org/entity/Q39162,Open Source,"Software, deren Quelltext öffentlich ist und von Dritten eingesehen, geändert und genutzt werden kann.",exact,de
Bug-Resilience,http://example.org/digitalhaushalt/keyword/bug-resilience,,,,,none,
Sondervermögen Infrastruktur,http://example.org/digitalhaushalt/keyword/sondervermoegen-infrastruktur,,,,,none,
Wide Area Network,http://example.org/digitalhaushalt/keyword/wide-area-network,Q11384,http://www.wikidata.org/entity/Q11384,Wide Area Network,Netzwerk über große geografische Entfernungen,exact,de
Informationstechnik,http://example.org/digitalhaushalt/keyword/informationstechnik,Q11661,http://www.wikidata.org/entity/Q11661,Informationstechnik,Oberbegriff für die Informations- und Datenverarbeitung sowie die dafür benötigte Hard- und Software,exact,de
Netze des Bundes,http://example.org/digitalhaushalt/keyword/netze-des-bundes,Q92801800,http://www.wikidata.org/entity/Q92801800,Netze des Bundes,Kommunikationsnetz deutscher Bundesbehörden,exact,de
Machine Learning Systems,http://example.org/digitalhaushalt/keyword/machine-learning-systems,Q130717643,http://www.wikidata.org/entity/Q130717643,Machine learning systems and methods for extracting user body shape from behavioral data,US patent 11461630,fuzzy,de
Natural Language Processing,http://example.org/digitalhaushalt/keyword/natural-language-processing,Q59289206,http://www.wikidata.org/entity/Q59289206,Natural Language Processing,wissenschaftliche Fachzeitschrift,exact,de
Crawlen,http://example.org/digitalhaushalt/keyword/crawlen,,,,,none,
Datenbank,http://example.org/digitalhaushalt/keyword/datenbank,Q8513,http://www.wikidata.org/entity/Q8513,Datenbank,Menge der (von einem Datenbankmanagementsystem) verwalteten Daten,exact,de
Fernmeldedienst,http://example.org/digitalhaushalt/keyword/fernmeldedienst,Q1407001,http://www.wikidata.org/entity/Q1407001,Fernmeldedienst,,exact,de
KONSENS,http://example.org/digitalhaushalt/keyword/konsens,Q106403488,http://www.wikidata.org/entity/Q106403488,Konsens,Familienname,exact,de
IT-Geschäftsbedarf,http://example.org/digitalhaushalt/keyword/it-geschaeftsbedarf,,,,,none,
IT-Kommunikation,http://example.org/digitalhaushalt/keyword/it-kommunikation,,,,,none,
VIS-VO,http://example.org/digitalhaushalt/keyword/vis-vo,Q4014747,http://www.wikidata.org/entity/Q4014747,Vis Volley Castelfidardo,,fuzzy,de
Netzinfrastruktur,http://example.org/digitalhaushalt/keyword/netzinfrastruktur,Q120499786,http://www.wikidata.org/entity/Q120499786,Netzinfrastruktur,,exact,de
Betriebssystem,http://example.org/digitalhaushalt/keyword/betriebssystem,Q9135,http://www.wikidata.org/entity/Q9135,Betriebssystem,"Sammlung von Computerprogrammen, die die Systemressourcen eines Computers verwaltet und diese Anwendungsprogrammen zur Verfügung stellt",exact,de
Client,http://example.org/digitalhaushalt/keyword/client,Q528166,http://www.wikidata.org/entity/Q528166,Client,"Programm, das auf einem Endgerät läuft und mit einem Server kommuniziert",exact,de
Netzwerksystem,http://example.org/digitalhaushalt/keyword/netzwerksystem,,,,,none,
Mobile Arbeit,http://example.org/digitalhaushalt/keyword/mobile-arbeit,Q1135326,http://www.wikidata.org/entity/Q1135326,Telearbeit,Arbeit außerhalb der Liegenschaften des Arbeitgebers,exact,de
Backup,http://example.org/digitalhaushalt/keyword/backup,Q194274,http://www.wikidata.org/entity/Q194274,Backup,"Kopieren von Daten in der Absicht, diese im Fall eines Datenverlustes zurückkopieren zu können",exact,de
Virtualisierungscluster,http://example.org/digitalhaushalt/keyword/virtualisierungscluster,,,,,none,
Clusterknoten,http://example.org/digitalhaushalt/keyword/clusterknoten,Q206637,http://www.wikidata.org/entity/Q206637,Rechnerverbund,mehrere miteinander vernetzte Computer,exact,de
Mailsystem,http://example.org/digitalhaushalt/keyword/mailsystem,,,,,none,
Netzwerkkomponenten,http://example.org/digitalhaushalt/keyword/netzwerkkomponenten,,,,,none,
IT-Basis-,http://example.org/digitalhaushalt/keyword/it-basis,,,,,none,
IT-Rahmenkonzept,http://example.org/digitalhaushalt/keyword/it-rahmenkonzept,,,,,none,
IT-Ausstattung,http://example.org/digitalhaushalt/keyword/it-ausstattung,,,,,none,
IT-Ausgaben,http://example.org/digitalhaushalt/keyword/it-ausgaben,,,,,none,
Informationsfunk,http://example.org/digitalhaushalt/keyword/informationsfunk,Q15820096,http://www.wikidata.org/entity/Q15820096,Informationsfunktion von Patenten,eine der beiden Grundfunktionen eines Patents,fuzzy,de
Kabelinfrastruktur,http://example.org/digitalhaushalt/keyword/kabelinfrastruktur,,,,,none,
Information Services,http://example.org/digitalhaushalt/keyword/information-services,Q11492760,http://www.wikidata.org/entity/Q11492760,Informationsdienstleistung,"services provided by libraries, information institutions or other organizations for the purpose of conveying information",exact,de
Automatic Identification System,http://example.org/digitalhaushalt/keyword/automatic-identification-system,Q787197,http://www.wikidata.org/entity/Q787197,Automatic Identification System,Funksystem zum automatischen Austausch von Navigationsdaten in der Schifffahrt,exact,de
Datenhaltung,http://example.org/digitalhaushalt/keyword/datenhaltung,,,,,none,
Datenabgabesysteme,http://example.org/digitalhaushalt/keyword/datenabgabesysteme,,,,,none,
Digitalisierungsmaßnahmen,http://example.org/digitalhaushalt/keyword/digitalisierungsmassnahmen,,,,,none,
Datenverarbeitungsanlagen,http://example.org/digitalhaushalt/keyword/datenverarbeitungsanlagen,,,,,none,
Rechenzentren,http://example.org/digitalhaushalt/keyword/rechenzentren,Q105698973,http://www.wikidata.org/entity/Q105698973,Rechenzentren,conference series,exact,de
IT-Geräte,http://example.org/digitalhaushalt/keyword/it-geraete,,,,,none,
Datenspeich,http://example.org/digitalhaushalt/keyword/datenspeich,Q57515336,http://www.wikidata.org/entity/Q57515336,Datenspeicher,Element der Zentraleinheit eines Computers,fuzzy,de
Datenplattform,http://example.org/digitalhaushalt/keyword/datenplattform,,,,,none,
Datenlabor,http://example.org/digitalhaushalt/keyword/datenlabor,,,,,none,
Informationssystem,http://example.org/digitalhaushalt/keyword/informationssystem,Q121182,http://www.wikidata.org/entity/Q121182,Informationssystem,"soziotechnisches System, das die Deckung von Informationsnachfrage zur Aufgabe hat",exact,de
Digitalisierungsvorhaben,http://example.org/digitalhaushalt/keyword/digitalisierungsvorhaben,,,,,none,
Digitalisierungsbedarf,http://example.org/digitalhaushalt/keyword/digitalisierungsbedarf,,,,,none,
Datenkompetenz,http://example.org/digitalhaushalt/keyword/datenkompetenz,Q17067559,http://www.wikidata.org/entity/Q17067559,Datenkompetenz,"ähigkeit, Daten mit kritischem Denkvermögen zu sammeln, zu verwalten, zu bewerten und anzuwenden",exact,de
Büromaschine,http://example.org/digitalhaushalt/keyword/bueromaschine,Q106707749,http://www.wikidata.org/entity/Q106707749,Bürotechnik,technologies used for office work,exact,de
ADV,http://example.org/digitalhaushalt/keyword/adv,Q380057,http://www.wikidata.org/entity/Q380057,Adverb,Wortart,fuzzy,de
E-Vergabeund,http://example.org/digitalhaushalt/keyword/e-vergabeund,,,,,none,
Smart Contract,http://example.org/digitalhaushalt/keyword/smart-contract,Q7544035,http://www.wikidata.org/entity/Q7544035,Smart Contract,computergestützte Abbildung der Logik vertraglicher Regelungen,exact,de
Nutzung von Datenplattformen,http://example.org/digitalhaushalt/keyword/nutzung-von-datenplattformen,,,,,none,
SKALA,http://example.org/digitalhaushalt/keyword/skala,Q12802776,http://www.wikidata.org/entity/Q12802776,Skala,Familienname,exact,de
Digitale Infrastruktur,http://example.org/digitalhaushalt/keyword/digitale-infrastruktur,Q1224901,http://www.wikidata.org/entity/Q1224901,Digitale Infrastruktur,Grundlage für die Digitalisierung von Wirtschaft und Gesellschaft,exact,de
Digitale Innovation,http://example.org/digitalhaushalt/keyword/digitale-innovation,,,,,none,
Skalierbar,http://example.org/digitalhaushalt/keyword/skalierbar,Q727490,http://www.wikidata.org/entity/Q727490,Skalierbarkeit,"Fähigkeit eines Systems, Netzwerks oder Prozesses zur Größenveränderung",fuzzy,de
Blockchain,http://example.org/digitalhaushalt/keyword/blockchain,Q20514253,http://www.wikidata.org/entity/Q20514253,Blockchain,verteilte Datenbank von digitalen Transaktionen,exact,de
OMEI,http://example.org/digitalhaushalt/keyword/omei,Q131220,http://www.wikidata.org/entity/Q131220,Omeisaurus,genus of sauropod from the middle Jurassic,fuzzy,de
Simulationstechnik,http://example.org/digitalhaushalt/keyword/simulationstechnik,Q105698984,http://www.wikidata.org/entity/Q105698984,Simulationstechnik,conference series,exact,de
IKT-Werkstatt,http://example.org/digitalhaushalt/keyword/ikt-werkstatt,,,,,none,
IT-Verkabelung,http://example.org/digitalhaushalt/keyword/it-verkabelung,,,,,none,
WLAN-Infrastruktur,http://example.org/digitalhaushalt/keyword/wlan-infrastruktur,,,,,none,
IT-Erwerb,http://example.org/digitalhaushalt/keyword/it-erwerb,,,,,none,
Fernmeldeleitungen,http://example.org/digitalhaushalt/keyword/fernmeldeleitungen,,,,,none,
Serverräumen,http://example.org/digitalhaushalt/keyword/serverraeumen,,,,,none,
IT-Etagenverteilern,http://example.org/digitalhaushalt/keyword/it-etagenverteilern,,,,,none,
Serverraum,http://example.org/digitalhaushalt/keyword/serverraum,,,,,none,
EDV,http://example.org/digitalhaushalt/keyword/edv,Q68,http://www.wikidata.org/entity/Q68,Computer,"Apparat, der mithilfe einer programmierbaren Rechenvorschrift Daten verarbeiten kann",exact,de
Elektronisch,http://example.org/digitalhaushalt/keyword/elektronisch,Q9778,http://www.wikidata.org/entity/Q9778,elektronische Musik,"Musik, die elektronisch hergestellt und mit Lautsprechern wiedergegeben wird",fuzzy,de
Datenquelle,http://example.org/digitalhaushalt/keyword/datenquelle,Q121566744,http://www.wikidata.org/entity/Q121566744,Datenquelle,Quelle von Daten,exact,de
Halbleitersenders,http://example.org/digitalhaushalt/keyword/halbleitersenders,,,,,none,
Solid-State,http://example.org/digitalhaushalt/keyword/solid-state,Q305378,http://www.wikidata.org/entity/Q305378,Solid State Records,US-amerikanisches Musiklabel,fuzzy,de
Schnittstelle,http://example.org/digitalhaushalt/keyword/schnittstelle,Q23808,http://www.wikidata.org/entity/Q23808,Schnittstelle,"Teil eines Systems, welcher der Kommunikation dient",exact,de
Smart Factory,http://example.org/digitalhaushalt/keyword/smart-factory,Q16856938,http://www.wikidata.org/entity/Q16856938,Smart Factory,"Vision einer Produktion, in der Fertigung und Logistik sich weitgehend selbst organisiert",exact,de
Satellitenzentrum,http://example.org/digitalhaushalt/keyword/satellitenzentrum,Q1388519,http://www.wikidata.org/entity/Q1388519,Satellitenzentrum der Europäischen Union,"center for surveillance, collection and analysis of satellite images of the European Union",fuzzy,de
Satellitennavigation,http://example.org/digitalhaushalt/keyword/satellitennavigation,Q179435,http://www.wikidata.org/entity/Q179435,Globales Navigationssatellitensystem,System zur Positionsbestimmung durch den Empfang der Signale von Navigationssatelliten und Pseudoliten,exact,de
GNSS,http://example.org/digitalhaushalt/keyword/gnss,Q179435,http://www.wikidata.org/entity/Q179435,Globales Navigationssatellitensystem,System zur Positionsbestimmung durch den Empfang der Signale von Navigationssatelliten und Pseudoliten,exact,de
ESA,http://example.org/digitalhaushalt/keyword/esa,Q42262,http://www.wikidata.org/entity/Q42262,Europäische Weltraumorganisation,Zusammenschluss europäischer Staaten zur Weltraumforschung,exact,de
Satellitenkommunikation,http://example.org/digitalhaushalt/keyword/satellitenkommunikation,Q2225985,http://www.wikidata.org/entity/Q2225985,Satellitenkommunikation,über einen Satelliten hergestellte bidirektionale Telekommunikation zwischen zwei Bodenstationen,exact,de
Rechenzentrumsverbund,http://example.org/digitalhaushalt/keyword/rechenzentrumsverbund,,,,,none,
SADIS,http://example.org/digitalhaushalt/keyword/sadis,Q37474233,http://www.wikidata.org/entity/Q37474233,Sadis,Familienname,exact,de
Satelliten-Distributions-System,http://example.org/digitalhaushalt/keyword/satelliten-distributions-system,,,,,none,
Mobile Arbeitsplätze,http://example.org/digitalhaushalt/keyword/mobile-arbeitsplaetze,,,,,none,
RFID,http://example.org/digitalhaushalt/keyword/rfid,Q104954,http://www.wikidata.org/entity/Q104954,RFID,Technologie für Sender-Empfänger-Systeme zur automatischen Objektidentifikation,exact,de
KI-gestützten Auswertetools,http://example.org/digitalhaushalt/keyword/ki-gestuetzten-auswertetools,,,,,none,
Große Datenmengen,http://example.org/digitalhaushalt/keyword/grosse-datenmengen,,,,,none,
Netzwerkinfrastruktur,http://example.org/digitalhaushalt/keyword/netzwerkinfrastruktur,,,,,none,
Quantentechnologiemaßnahmen,http://example.org/digitalhaushalt/keyword/quantentechnologiemassnahmen,,,,,none,
Computertomograf,http://example.org/digitalhaushalt/keyword/computertomograf,Q32566,http://www.wikidata.org/entity/Q32566,Computertomographie,bildgebendes Verfahren in der Radiologie,fuzzy,de
QI-Digital,http://example.org/digitalhaushalt/keyword/qi-digital,,,,,none,
Precision Farmings,http://example.org/digitalhaushalt/keyword/precision-farmings,,,,,none,
Portal,http://example.org/digitalhaushalt/keyword/portal,Q186165,http://www.wikidata.org/entity/Q186165,Webportal,"Webportal, das Anwendungen, Prozesse und Dienste integriert",exact,de
Internetseite,http://example.org/digitalhaushalt/keyword/internetseite,Q35127,http://www.wikidata.org/entity/Q35127,Website,"Präsenz eines Anbieters von Telemedien im weltweiten Netz, die aus einzelnen Webseiten besteht",exact,de
Online,http://example.org/digitalhaushalt/keyword/online,Q73368,http://www.wikidata.org/entity/Q73368,online,aktive Verbindung mit einem Kommunikationsnetzwerk,exact,de
Netzwerkdurchsetzungsgesetz,http://example.org/digitalhaushalt/keyword/netzwerkdurchsetzungsgesetz,Q31514700,http://www.wikidata.org/entity/Q31514700,Gesetz zur Verbesserung der Rechtsdurchsetzung in sozialen Netzwerken,deutsches Gesetz gegen Hetze und gefälschte Meldungen in sozialen Netzwerken,exact,de
Open Government,http://example.org/digitalhaushalt/keyword/open-government,Q720829,http://www.wikidata.org/entity/Q720829,Open Government,Öffnung von Regierung und Verwaltung,exact,de
Onlinezugangsgesetz,http://example.org/digitalhaushalt/keyword/onlinezugangsgesetz,Q64739460,http://www.wikidata.org/entity/Q64739460,Onlinezugangsgesetz,deutsches Bundesgesetz über die Ausweitung von behördlichen Online-Dienstleistungen,exact,de
OZG,http://example.org/digitalhaushalt/keyword/ozg,Q1943201,http://www.wikidata.org/entity/Q1943201,Ommelander Ziekenhuis Groningen,Organisation von Krankenhäusern in den Niederlanden,exact,de
Onlinemedien,http://example.org/digitalhaushalt/keyword/onlinemedien,Q15837602,http://www.wikidata.org/entity/Q15837602,Onlinemedien,mediale Dienstleistungen über Internetdienste,exact,de
Datenabgleich,http://example.org/digitalhaushalt/keyword/datenabgleich,Q5227374,http://www.wikidata.org/entity/Q5227374,Datenabgleich,"restructuring data into a desired format; process of transforming and mapping data from one ""raw"" data form into another format with the intent of making it more appropriate and valuable for a variety of downstream purposes such as analytics",exact,de
Booking Engine,http://example.org/digitalhaushalt/keyword/booking-engine,,,,,none,
OER,http://example.org/digitalhaushalt/keyword/oer,Q116781,http://www.wikidata.org/entity/Q116781,Open Educational Resources,freie Lern- und Lehrmaterialien,exact,de
Digitale Medien,http://example.org/digitalhaushalt/keyword/digitale-medien,Q1076968,http://www.wikidata.org/entity/Q1076968,Digitale Medien,"elektronische Medien, die digital codiert sind",exact,de
Best Practice,http://example.org/digitalhaushalt/keyword/best-practice,Q830382,http://www.wikidata.org/entity/Q830382,Best practice,"bewährte, optimale bzw. vorbildliche Methoden, Praktiken oder Vorgehensweisen in Unternehmen",exact,de
